lexeme	ambiguous	score
하비	0	50.3299
곡물	0	50.3115
내비게이션	0	50.293
대문	0	50.2746
낙찰	0	50.2562
헨델	0	50.2378
항소	1	50.256
사우디	0	50.2377
삼	0	50.2193
화제	1	50.2375
보훈	0	50.2191
소개	1	50.2008
해촉	0	50.219
시애틀	0	50.2371
위인	0	50.2188
용서	0	50.2005
축전	0	50.1822
이직	0	50.2004
본	0	50.2185
패	0	50.2366
거부	1	50.2183
착지	0	50.2001
불행	1	50.2182
유세	0	50.2363
휴무	0	50.218
상주	1	50.1998
성토	0	50.2179
신체	0	50.2359
완급	0	50.254
절	1	50.2358
폭력	0	50.2538
형편	1	50.2718
김	1	50.2536
약관	0	50.2354
등록	1	50.2534
건성	0	50.2353
군벌	0	50.2171
저가	0	50.1989
영장	0	50.2169
급변	0	50.2349
과	0	50.2168
복구	0	50.2347
태업	0	50.2527
난로	0	50.2707
중세	0	50.2525
메모	0	50.2344
주연	1	50.2163
수요	1	50.1982
군경	0	50.2161
애초	1	50.2341
협조	1	50.216
대리	1	50.2339
손상	0	50.2518
취하	0	50.2697
리모델링	0	50.2876
복권	1	50.3054
거금	0	50.3233
하사	0	50.3052
부도	0	50.323
수협	0	50.3409
침략	0	50.3587
혼재	0	50.3406
표본	0	50.3226
연합	0	50.3404
시신	0	50.3582
식단	0	50.3759
애국	0	50.3579
연말	0	50.3399
근육	0	50.3219
채	0	50.3396
메신저	0	50.3574
의총	0	50.3394
생계	0	50.3214
리더십	0	50.3392
포인트	1	50.3569
베를린	0	50.3389
홍보	1	50.321
감독	1	50.303
돈	1	50.3207
평균	0	50.3384
강릉	1	50.3205
심정	0	50.3382
결함	0	50.3203
나사렛	0	50.338
숙부	0	50.3201
대접	0	50.3377
중앙	1	50.3554
공인	0	50.373
폐해	0	50.3906
통한	0	50.3727
한니발	0	50.3549
상징	0	50.337
프로젝트	1	50.3191
조업	0	50.3368
외곽	0	50.3544
인프라	0	50.3719
거론	0	50.3895
수정	1	50.4071
침공	1	50.3892
오거스타	0	50.4068
캐스팅	0	50.389
원안	0	50.3712
잭슨	0	50.3887
극도	0	50.3709
북한	1	50.3884
선조	0	50.4059
본체	0	50.4234
순검	0	50.4056
상공	0	50.4231
산모	0	50.4054
이니셔티브	0	50.4228
금상	0	50.4403
올	1	50.4577
목차	0	50.4752
임신	0	50.4926
치과	0	50.51
하마스	0	50.5274
하순	0	50.5097
콘퍼런스	0	50.5271
상소	0	50.5444
분위기	1	50.5618
자택	0	50.5792
귀기	0	50.5965
편중	0	50.6138
피칭	0	50.5961
채굴	0	50.5783
구형	0	50.5957
액세서리	0	50.5779
요청	1	50.5952
스타	0	50.6125
부응	0	50.6298
꼬투리	0	50.6121
공상	0	50.5944
채널	1	50.5767
보존	0	50.559
무과	0	50.5414
세자	0	50.5237
이메일	0	50.5061
소아	0	50.5234
한류	0	50.5406
진가	0	50.523
하노버	0	50.5403
매	0	50.5575
판례	0	50.5747
결론	0	50.5571
모토	0	50.5743
운전	0	50.5915
폭증	0	50.6087
음악	0	50.6259
똥	0	50.643
비닐	0	50.6254
단언	0	50.6078
상설	0	50.625
상병	0	50.6421
자체	1	50.6593
묘수	0	50.6764
격리	0	50.6588
적극	0	50.6759
지망	0	50.6584
남녀	0	50.6754
사용	1	50.6925
전선	1	50.675
이전	1	50.6574
토대	0	50.6399
마스크	0	50.657
면담	0	50.6395
잠	0	50.622
사규	0	50.639
물질	0	50.6561
아날로그	0	50.6386
아교	0	50.6211
핸드백	0	50.6037
곽	0	50.5862
친구	1	50.5688
피아노	0	50.5858
니켈	0	50.6028
내면	0	50.6198
산발	0	50.6368
부과	1	50.6538
얼	0	50.6708
여세	0	50.6534
생텍쥐페리	0	50.6703
끈	0	50.6873
그렉시트	0	50.7042
토양	1	50.6868
운송	0	50.6694
차례	1	50.6863
체코	0	50.7033
증원	0	50.7202
봄	0	50.7028
무늬	0	50.7197
과속	0	50.7023
특진	0	50.7192
도중	0	50.736
트로피	0	50.7529
개의	0	50.7698
말씀	1	50.7524
음료	0	50.735
웹	0	50.7177
개업	0	50.7004
화재	0	50.6831
교류	0	50.6999
과다	0	50.6826
법사위	0	50.6994
행진	1	50.7162
계좌	0	50.733
고려	1	50.7498
고통	0	50.7666
교란	0	50.7493
핸디캡	0	50.7661
피의	0	50.7828
조화	1	50.7996
본사	0	50.8163
부가	0	50.833
고장	1	50.8498
폰	0	50.8665
며칠	0	50.8832
당정	0	50.8998
어휘	0	50.9165
노출	1	50.8992
권유	0	50.882
영어	1	50.8986
이슈	0	50.9153
경험	1	50.898
고분	0	50.8808
적용	0	50.8635
불상	0	50.8463
주권	0	50.8629
기부	0	50.8796
각목	0	50.8624
그림	0	50.8452
잔인	0	50.8618
지적	1	50.8446
포집	0	50.8612
검찰	1	50.8778
명동	0	50.8944
체취	0	50.8772
예의	1	50.86
지뢰	0	50.8429
향후	0	50.8595
신경	1	50.8423
전형	0	50.8589
납북	0	50.8418
락까	0	50.8246
아이콘	0	50.8412
삼남	0	50.8577
유포	0	50.8406
인내	0	50.8571
정비	1	50.8737
역할	1	50.8902
주변	1	50.8731
가지	1	50.8896
초과	0	50.8725
용출	0	50.8554
야간	0	50.8384
카슨	0	50.8548
특수	0	50.8713
실무	0	50.8543
초안	0	50.8707
파도	0	50.8872
기운	1	50.9036
회초리	0	50.8866
지표	0	50.8696
최종	0	50.8526
산학	0	50.8356
남용	0	50.852
시대	1	50.8684
군림	0	50.8514
담임	0	50.8344
출제	0	50.8509
타결	0	50.8672
결산	0	50.8503
철회	0	50.8667
난민	0	50.883
성적	1	50.8994
방망이	0	50.9158
추산	0	50.9321
특채	0	50.9151
등대	0	50.8982
재갈	0	50.8813
칠기	0	50.8976
윈윈	0	50.8807
보위	0	50.8638
캠코	0	50.8801
매출	0	50.8632
동생	0	50.8463
불통	0	50.8626
염산	0	50.8458
파워	0	50.8621
특사	0	50.8784
기내	0	50.8615
덕성	0	50.8778
풍력	0	50.8609
전원	0	50.8772
파행	0	50.8604
난폭	0	50.8435
기조	0	50.8598
볼모	0	50.843
시엠에이	0	50.8592
부산	0	50.8424
리디아	0	50.8256
안개	0	50.8088
콘크리트	0	50.7921
퍼즐	0	50.8083
각본	0	50.8245
칠레	0	50.8078
기업	1	50.824
방학	0	50.8072
진상	0	50.7905
여름	0	50.7738
실각	0	50.79
반	1	50.7733
기밀	0	50.7566
당일	0	50.7728
겁박	0	50.789
천	0	50.8051
충고	0	50.8213
특징	0	50.8046
유감	0	50.7879
압도	0	50.8041
유도	1	50.7874
전략	1	50.7707
위치	1	50.7541
평	0	50.7702
판정	0	50.7864
크롬	0	50.8025
이득	0	50.8186
사측	0	50.8347
서로	0	50.8181
악기	0	50.8014
학사	0	50.8175
맛	1	50.8009
분배	0	50.817
전격	0	50.8331
동시	1	50.8165
대기	1	50.8325
냉정	0	50.8159
국영수	0	50.7993
배제	1	50.8154
전직	1	50.8314
선물	0	50.8475
차남	0	50.8309
축출	0	50.8469
부자	0	50.8303
기자	1	50.8138
말썽	0	50.8298
소주	0	50.8458
만해	0	50.8618
폭락	0	50.8453
인플루엔자	0	50.8612
강풍	0	50.8447
의사	1	50.8607
영물	0	50.8766
퇴근	0	50.8601
면목	0	50.8761
오프라인	0	50.8596
흥인지문	0	50.8755
시군	0	50.859
선대위	0	50.8425
혼잡	0	50.8584
그림자	0	50.842
반납	0	50.8579
북	1	50.8414
인용	1	50.825
맹인	0	50.8409
수렴	1	50.8244
화음	0	50.808
스토리텔링	0	50.7916
연계	0	50.7752
국기	0	50.7588
좌절	1	50.7424
아량	0	50.726
당위	0	50.7097
배우	0	50.6933
한중	0	50.677
탄천	0	50.6607
생각	1	50.6443
원	1	50.6602
환경	1	50.6439
에프티에이	0	50.6276
국빈	0	50.6435
초빙	0	50.6272
가문	0	50.6431
효자	0	50.659
만족	1	50.6748
개봉	0	50.6585
방안	1	50.6744
모라토리엄	0	50.6581
강경	1	50.6739
동료	0	50.6898
책방	0	50.6735
공격	1	50.6573
상속	0	50.641
내부	1	50.6248
고	1	50.6086
모스크바	0	50.6244
생선	0	50.6082
북송	0	50.592
마드리드	0	50.6078
인증	1	50.6236
군인	0	50.6074
사업	1	50.6232
불가사의	0	50.607
총격	0	50.5909
동결	1	50.6066
다솜	0	50.6224
허용	1	50.6382
항체	0	50.6539
정신	1	50.6696
풍요	0	50.6854
옥상	0	50.7011
세	0	50.7168
문서	0	50.7006
예보	0	50.6845
태풍	0	50.7002
산하	0	50.7159
과거	1	50.6997
감기	0	50.6836
희생	1	50.6675
한강	0	50.6832
시합	0	50.6989
책정	0	50.7145
긴급	0	50.6984
노벨	0	50.6823
참관	0	50.698
포스터	0	50.7136
사이트	0	50.6975
정지	0	50.7132
간판	0	50.7288
원저	0	50.7444
흉	0	50.76
수학	0	50.7439
선의	1	50.7278
침수	0	50.7434
남	1	50.7274
형식	1	50.7113
연도	0	50.6953
페인트	0	50.6793
토로	0	50.6949
간행	0	50.7105
크리스마스	0	50.6944
챔피언	0	50.71
금품	0	50.694
리바운드	0	50.678
점호	0	50.6936
용어	0	50.7091
노역	0	50.7246
최고	1	50.7087
평년	0	50.6927
진드기	0	50.6767
관	0	50.6923
자세	1	50.7078
폐기	1	50.6918
활동	1	50.6759
퇴진	0	50.66
추이	0	50.6755
매력	0	50.6595
요원	0	50.675
전임	0	50.6591
여수	0	50.6432
보탬	0	50.6587
릴리스	0	50.6428
의심	0	50.627
선열	0	50.6424
호흡	1	50.6579
누	1	50.642
러시	0	50.6575
그라운드	0	50.6416
바다	0	50.6571
후원	1	50.6725
사옥	1	50.6567
해법	1	50.6721
제언	0	50.6562
합계	0	50.6717
세비야	0	50.6871
차관	0	50.7025
우루과이	0	50.7179
타수	0	50.7332
연상	0	50.7174
분쟁	0	50.7016
중반	0	50.717
항공	0	50.7323
충돌	1	50.7165
영아	0	50.7007
예금	0	50.7161
개통	0	50.7314
중도	1	50.7467
장군	0	50.7309
종합	0	50.7463
사견	0	50.7616
헤즈볼라	0	50.7458
성인	0	50.7611
건전	0	50.7453
기항	0	50.7606
디	0	50.7449
사람	1	50.7602
고심	0	50.7754
아테네	0	50.7597
캠페인	0	50.744
노병	1	50.7592
주축	0	50.7745
구제	0	50.7897
적자	1	50.774
모시	0	50.7892
큐레이터	0	50.7735
부활	1	50.7578
기타	1	50.7421
조서	0	50.7573
재건	0	50.7726
영남	0	50.7878
안심	0	50.803
이바지	0	50.8182
모드	1	50.8333
답변	0	50.8176
소녀	0	50.8328
지령	0	50.8171
혹사	0	50.8323
제재	1	50.8166
소급	0	50.801
인터뷰	0	50.7853
셔츠	0	50.7697
언행	0	50.7541
합천	0	50.7385
북극	0	50.7229
정치	1	50.7073
영광	0	50.7224
쌍	0	50.7068
브레이크	0	50.722
만전	0	50.7371
사찰	1	50.7522
한글	1	50.7366
플랜트	0	50.7211
구전	0	50.7362
사후	0	50.7513
통장	0	50.7357
대서	0	50.7508
삼성	1	50.7659
난방	0	50.7504
과시	0	50.7655
제의	1	50.7499
극	0	50.7344
국적	1	50.7495
터치	0	50.7339
바둑	0	50.7184
온천	0	50.7335
비즈니스	0	50.718
수출	0	50.7025
통로	1	50.7176
웹툰	0	50.7021
바사리	0	50.7171
짐	1	50.7016
폴	0	50.6862
직구	0	50.6707
막후	0	50.6553
거머리	0	50.6399
잠재	0	50.6244
처신	0	50.609
컴퓨터	0	50.624
채권	1	50.6391
사퇴	1	50.6237
학습	0	50.6387
상한	0	50.6537
남북	0	50.6687
오기	0	50.6533
부담	1	50.6379
처음	0	50.6225
비방	0	50.6072
고생	0	50.6222
퇴학	0	50.6371
분담	0	50.6521
상대	1	50.6367
제약	1	50.6214
역설	1	50.6364
성능	0	50.621
서커스	0	50.636
언론	0	50.6509
국가	1	50.6659
의도	1	50.6505
내장	0	50.6352
캐나다	0	50.6199
상무	1	50.6348
간사	0	50.6497
혈압	0	50.6647
축구	1	50.6796
토플	0	50.6643
대만	0	50.649
갈증	0	50.6337
코덱	0	50.6486
별명	0	50.6634
바이올리니스트	0	50.6482
기침	0	50.6631
자막	0	50.6478
장	1	50.6627
인연	1	50.6775
작자	0	50.6924
유가	0	50.7072
해전	0	50.722
탐사	0	50.7068
맨해튼	0	50.6915
아프가니스탄	0	50.7063
강등	0	50.6911
기름	0	50.7059
수면	0	50.7207
무죄	0	50.7355
갤러리	0	50.7203
카운티	0	50.7351
결승	0	50.7499
비타민	0	50.7346
아카데미	0	50.7194
배양	0	50.7342
향기	0	50.719
관제	0	50.7338
키	1	50.7485
저점	0	50.7632
유착	0	50.7481
양질	0	50.7628
확인	1	50.7775
나가사키	0	50.7922
사형	0	50.777
동물	0	50.7918
라디오	0	50.8065
총량	0	50.7913
개정	1	50.806
극단	0	50.8207
통상	0	50.8353
회부	0	50.85
절약	0	50.8646
경로	1	50.8495
조직	1	50.8641
포착	0	50.849
유혈	0	50.8338
내포	0	50.8187
예	1	50.8036
주범	1	50.8182
중형	0	50.8031
가늠	0	50.788
배경	1	50.7729
악용	0	50.7578
럭비	0	50.7427
행성	0	50.7277
소금	0	50.7423
거절	0	50.7272
변상	0	50.7122
윤	0	50.7268
의성	0	50.7117
잔	1	50.6967
마을	0	50.6817
국토	0	50.6963
국비	0	50.6813
아스팔트	0	50.6663
경악	0	50.6809
암스트롱	0	50.6955
양원	0	50.7101
우후죽순	0	50.7246
박	1	50.7096
요직	0	50.7242
자선	0	50.7092
브랜드	0	50.6942
가열	0	50.6793
레코드	0	50.6938
감당	1	50.6789
방법	0	50.6639
연주	1	50.6785
퍼터	0	50.6635
언어	0	50.6781
아바타	0	50.6631
나중	1	50.6777
스키	0	50.6627
목록	0	50.6773
되새김	0	50.6623
개각	0	50.6769
규명	0	50.6914
전입	0	50.7059
항모	0	50.691
가결	0	50.6761
계산	1	50.6612
국론	0	50.6463
일산	0	50.6608
절반	0	50.6459
의문	0	50.6604
기증	0	50.6455
수모	0	50.6307
잡음	0	50.6452
연회	0	50.6596
본토	1	50.6741
경호	0	50.6885
견조	0	50.703
악마	0	50.6881
해체	1	50.7026
실태	0	50.717
루터	0	50.7022
대원	0	50.6873
로스앤젤레스	0	50.7018
묘지	0	50.7162
시엔엔	0	50.7306
배상	0	50.745
거구	0	50.7593
진술	1	50.7445
축	0	50.7297
졸속	0	50.7149
송사	0	50.7001
날조	0	50.6853
거장	0	50.6997
미비	0	50.6849
성별	0	50.6993
무시	1	50.7137
참수	0	50.6989
금융	0	50.7132
안성	0	50.6985
방재	0	50.7128
외풍	0	50.6981
출생	0	50.6833
녹지	0	50.6686
실비	0	50.6539
결핵	0	50.6392
어이	0	50.6535
광맥	0	50.6678
바나나	0	50.6531
스릴러	0	50.6384
일심	0	50.6527
권고	0	50.6671
이미지	1	50.6814
만년	1	50.6667
작용	1	50.681
뉴잉글랜드	0	50.6663
비준	0	50.6516
이장	0	50.6659
로망	0	50.6802
대화	1	50.6655
기각	1	50.6509
명품	1	50.6362
이달	0	50.6216
카이스트	0	50.6069
경사	0	50.6212
엄포	0	50.6355
조바심	0	50.6497
후각	0	50.664
토익	0	50.6494
후문	0	50.6347
몰두	0	50.649
비율	1	50.6632
경영	0	50.6486
담화	1	50.6628
거주	0	50.677
업주	0	50.6624
의원	1	50.6479
한직	0	50.6333
호투	0	50.6475
인양	0	50.6329
경성	0	50.6471
대북	0	50.6613
채증	0	50.6467
악단	0	50.6609
양수	0	50.6464
투하	0	50.6318
군복	0	50.646
실기	0	50.6602
지느러미	0	50.6743
서신	0	50.6598
삼각	0	50.6739
약탈	0	50.6594
과점	0	50.6449
위주	0	50.659
습관	0	50.6732
필명	0	50.6586
연	0	50.6441
수은	0	50.6297
파기	1	50.6438
진단	1	50.6293
워크숍	0	50.6434
망치	0	50.6289
유지	1	50.6145
분량	0	50.6286
숙의	0	50.6141
사료	1	50.5997
차치	0	50.5852
학계	0	50.5993
내란	0	50.6134
격론	0	50.599
마지막	0	50.5845
해임	0	50.5701
레바논	0	50.5842
엄	0	50.5698
방영	0	50.5554
나눔	0	50.5695
도서	0	50.5551
한량	0	50.5407
농가	0	50.5548
종친	0	50.5404
인수	1	50.5544
종교	0	50.5685
석탄	0	50.5541
의석	0	50.5398
커넥션	0	50.5254
가슴	1	50.5395
기강	0	50.5251
푸시킨	0	50.5392
분가	0	50.5248
고혈	0	50.5389
사육	0	50.5529
주선	0	50.5385
경지	0	50.5526
울진	0	50.5666
당내	0	50.5806
확보	1	50.5663
사진	1	50.5519
일임	0	50.5376
가동	0	50.5233
치아	0	50.509
발족	0	50.4948
통신	1	50.5088
사위	0	50.4945
정	1	50.5085
비결	0	50.5225
축제	1	50.5364
멕시코	0	50.5222
전개	1	50.5079
커피	1	50.5219
악셀	0	50.5076
이용	1	50.4934
폭행	0	50.4791
세례	0	50.4649
과표	0	50.4507
정부	1	50.4647
상충	0	50.4786
야망	0	50.4925
나	1	50.5065
생리	0	50.4923
나비	0	50.5062
도구	0	50.492
창가	0	50.4778
통합	1	50.4636
연쇄	0	50.4494
추천	0	50.4634
판결	1	50.4773
강성	0	50.4631
수집	0	50.477
성형	0	50.4628
인대	0	50.4767
비선	0	50.4626
호통	0	50.4765
공주	0	50.4623
잡스	0	50.4762
상호	0	50.4901
출항	0	50.5039
남매	1	50.5178
사필귀정	0	50.5036
적시	1	50.5175
템포	0	50.5313
용변	0	50.5451
유력	0	50.559
국립	0	50.5448
승인	1	50.5307
우승	1	50.5166
배치	1	50.5025
변론	0	50.4884
무력	1	50.4743
내전	0	50.4881
단절	0	50.502
다수	0	50.4879
민관	0	50.4738
주주	0	50.4876
행렬	1	50.5014
환갑	0	50.4873
비운	0	50.5011
규범	0	50.4871
우한	0	50.473
종류	1	50.459
품위	0	50.4449
휴지	0	50.4587
주재	1	50.4725
종료	0	50.4585
프랑스	1	50.4722
거리	1	50.4582
장엄	0	50.4442
조건	1	50.4302
잠수	0	50.4162
혈투	0	50.4022
요가	0	50.3882
인세	0	50.402
원망	0	50.4157
리셉션	0	50.4295
퇴행	0	50.4432
자가	1	50.4292
폐지	1	50.443
전말	0	50.4567
주의	1	50.4427
반등	0	50.4288
공부	1	50.4148
굴레	0	50.4285
과민	0	50.4422
구위	0	50.4283
스타디움	0	50.442
벌금	1	50.4557
돌봄	0	50.4694
저조	0	50.4554
결정	1	50.4415
건설	1	50.4552
질	1	50.4688
역린	0	50.4549
중시	0	50.4686
발표	1	50.4822
군포	0	50.4683
왕모기	0	50.482
양계	0	50.4681
제작	0	50.4542
부부	1	50.4678
분립	0	50.4539
탤런트	0	50.4675
귀가	0	50.4812
명령	1	50.4673
발의	0	50.4534
제조	0	50.467
투입	0	50.4806
성곽	0	50.4942
탐방	0	50.5078
혈관	0	50.494
대량	0	50.5075
택배	0	50.5211
해직	0	50.5073
저하	1	50.4934
새끼	0	50.4796
주위	1	50.4932
인턴	0	50.5067
보이콧	0	50.5203
별관	0	50.5338
만남	0	50.5473
동굴	1	50.5335
자격	1	50.5197
인간다움	0	50.5059
추단	0	50.4921
개혁	0	50.5056
목격	0	50.4918
감금	0	50.5053
청구	1	50.4915
오해	1	50.5051
순익	0	50.5186
반감	0	50.5321
은닉	0	50.5183
사안	1	50.5318
잔여	0	50.5453
펀드	0	50.5315
객주	0	50.545
꽃	1	50.5312
임기	1	50.5447
엄지	0	50.5581
접근	1	50.5716
인식	1	50.585
머리	1	50.5713
보상	1	50.5575
조항	1	50.571
승계	0	50.5844
사비	0	50.5707
군정	0	50.5841
스피커	0	50.5975
아침	1	50.6109
갈등	0	50.6243
편견	0	50.6377
진찰	0	50.624
수습	1	50.6374
함	1	50.6236
상종	0	50.637
사구	0	50.6233
주기	1	50.6096
안달	0	50.5959
칭찬	1	50.6093
살인	0	50.6226
결례	0	50.6089
간병	0	50.6223
반경	0	50.6357
변인	0	50.649
절단	0	50.6623
딸	1	50.6486
금강	0	50.662
입성	0	50.6753
비전	1	50.6886
잔금	0	50.6749
논평	0	50.6883
입각	0	50.7016
금기	0	50.6879
외고	0	50.7012
스트레스	0	50.6875
강구	1	50.7008
은하	0	50.6871
거래	1	50.7004
곁	0	50.7137
순수	1	50.727
송이	0	50.7133
불우	0	50.6997
히트	0	50.7129
도발	1	50.6993
줄	1	50.6857
낙마	0	50.672
게시	0	50.6853
방공	0	50.6717
스승	0	50.6849
민중	0	50.6982
이라크	0	50.6846
봉안	0	50.671
생산	0	50.6574
호소	1	50.6438
고조	0	50.657
총탄	0	50.6434
정립	0	50.6299
성실	0	50.6163
사망	1	50.6027
레저	0	50.5892
거세	0	50.6024
수퍼마켓	0	50.5889
과욕	0	50.5753
감안	1	50.5618
취업	0	50.575
무기	1	50.5615
군사	0	50.548
붐	0	50.5345
수석	0	50.5477
산간	0	50.5609
영향	1	50.5474
대통령	1	50.5606
통찰	0	50.5738
냉동	0	50.587
방청	0	50.5735
유토피아	0	50.56
모듈	0	50.5465
멀티플렉스	0	50.5597
미세	0	50.5462
승객	0	50.5594
포용	0	50.5726
군대	0	50.5857
체결	0	50.5723
소홀	0	50.5588
살해	0	50.572
역대	1	50.5585
감시	1	50.5451
금고	1	50.5582
아랍	0	50.5714
은총	0	50.5579
신흥	0	50.571
발	0	50.5576
견제	0	50.5442
격앙	0	50.5308
산삼	0	50.5174
헌법	0	50.504
비아이에스	0	50.4906
화백	0	50.4772
폐사	0	50.4903
출현	0	50.4769
저축	0	50.4636
애틀랜타	0	50.4767
판형	0	50.4898
비호	0	50.4764
지시	1	50.4895
비제이	0	50.5026
좌우	1	50.4893
산청	0	50.4759
영사	0	50.4626
봉사	0	50.4757
비중	1	50.4888
징후	0	50.5018
외환	0	50.4885
유명	0	50.5016
선도	1	50.5146
구실	0	50.5013
해명	0	50.488
차	1	50.5011
해당	1	50.4877
당첨	0	50.5008
지	0	50.4875
해소	1	50.5005
응대	0	50.4872
수방	0	50.5003
우리	0	50.487
구색	0	50.5
가계	0	50.513
남부	0	50.4997
전황	0	50.5128
계도	0	50.4995
금액	0	50.5125
금력	0	50.5255
탄두	0	50.5385
화두	1	50.5515
선배	1	50.5382
소망	0	50.5249
방면	0	50.5117
발사	0	50.4984
인준	0	50.5114
선체	0	50.4982
빨갱이	0	50.5111
구도	0	50.4979
플랑크톤	0	50.5109
간디	0	50.5238
리시브	0	50.5368
상트페테르부르크	0	50.5497
승산	0	50.5627
간극	0	50.5756
신인	0	50.5885
과외	1	50.5753
보전	1	50.5621
진주	0	50.5489
공제	0	50.5618
전향	0	50.5747
보궐	0	50.5876
수년	0	50.5744
혐오	0	50.5612
노상	0	50.5741
이송	0	50.587
경쟁	0	50.5999
트럭	0	50.6128
주자	0	50.6257
도주	0	50.6385
반합	0	50.6253
타진	0	50.6382
통관	0	50.625
상생	0	50.6118
팽배	0	50.6247
부근	0	50.6375
케이블	0	50.6243
종사	0	50.6112
마찰	0	50.624
철수	1	50.6369
길	1	50.6237
추억	0	50.6365
콘도	0	50.6234
곤혹	0	50.6362
폭	0	50.649
베이징	0	50.6618
당황	0	50.6746
매체	0	50.6615
버스	0	50.6483
덕목	0	50.6611
시정	1	50.6739
생기	0	50.6608
기미	1	50.6736
열흘	0	50.6864
초조	0	50.6991
자극	1	50.7119
경매	0	50.6988
합	1	50.6856
세계	1	50.6725
최	0	50.6594
지양	0	50.6722
기대	1	50.6591
예고	0	50.646
고급	1	50.6587
유대	0	50.6457
불구	0	50.6326
추대	1	50.6453
스포츠	0	50.6581
교구	0	50.645
불산	0	50.6319
노동	1	50.6189
공시	1	50.6316
차익	0	50.6186
거리낌	1	50.6055
안색	0	50.5925
선언	1	50.5794
밀집	0	50.5922
평일	0	50.5792
거미	0	50.5661
미사일	0	50.5531
외국	0	50.5658
관심	1	50.5528
이탈	0	50.5656
대검	0	50.5783
미니	0	50.591
일조	1	50.6036
책	1	50.5907
미련	0	50.5777
장소	1	50.5647
백인	0	50.5774
개량	0	50.5644
인형	0	50.5514
논객	0	50.5641
입단	0	50.5768
오만	1	50.5638
뚜껑	0	50.5509
자위	0	50.5635
등판	0	50.5506
품질	0	50.5376
백	1	50.5503
호의	0	50.5374
안치	0	50.55
인구	1	50.5371
애플리케이션	0	50.5497
바젤	0	50.5624
하이브리드	0	50.5495
저자	0	50.5365
달성	0	50.5492
대우	1	50.5618
마트	0	50.5489
책장	0	50.536
굴곡	0	50.5486
유산	1	50.5357
활로	0	50.5228
겨울	0	50.5354
익명	0	50.548
라인	0	50.5352
인센티브	0	50.5223
모험	0	50.5094
사제	1	50.522
켜	0	50.5092
정체	1	50.4963
무게	1	50.4835
기둥	0	50.4706
출범	1	50.4832
직무	0	50.4704
초록	0	50.483
단서	1	50.4701
국외	0	50.4827
강령	0	50.4953
위키리크스	0	50.5079
가락	0	50.5204
플레이	0	50.533
크리스털	0	50.5455
투쟁	1	50.5327
전보	0	50.5453
장치	1	50.5325
안내	1	50.5196
난조	0	50.5322
온상	0	50.5194
선별	0	50.5066
부분	0	50.5191
해파리	0	50.5316
조류	0	50.5189
가혹	0	50.5314
실현	0	50.5439
이치	1	50.5311
분양	0	50.5183
플라자	0	50.5308
추후	0	50.5181
시한	0	50.5306
불식	0	50.5178
요절	0	50.5303
폭격	0	50.5428
수계	0	50.53
가을	0	50.5425
은혜	0	50.555
훈련	1	50.5422
보물	0	50.5547
숙박	0	50.5672
시카고	0	50.5544
차량	1	50.5417
병행	0	50.5542
분류	1	50.5414
공황	0	50.5287
주창	0	50.516
계단	1	50.5033
공개	1	50.5157
결렬	0	50.5282
살림	0	50.5406
소무	0	50.5279
철거	0	50.5403
내정	1	50.5528
피부	0	50.5401
무제	0	50.5274
테스트	0	50.5147
자구	1	50.502
공익	0	50.4893
지상	0	50.4767
불찰	0	50.4891
이행	0	50.4764
윔블던	0	50.4888
전장	0	50.5013
유로존	0	50.4886
고취	0	50.501
장강	0	50.4884
통용	0	50.4757
완치	0	50.4881
법관	0	50.5005
대립	0	50.5129
종전	1	50.5253
미스터리	0	50.5126
플레이오프	0	50.525
뇌물	0	50.5374
독려	0	50.5247
인	1	50.5121
당명	0	50.5245
발병	0	50.5119
대	1	50.5242
레드	0	50.5116
비대위	0	50.499
회람	0	50.4864
행차	0	50.4988
관서	0	50.4862
바지	0	50.4985
행장	0	50.5108
제품	1	50.4983
등극	0	50.4857
부유	1	50.4731
세탁	0	50.4605
오스트레일리아	0	50.448
철학	1	50.4603
의장	1	50.4478
적금	0	50.4352
버마	0	50.4227
세종	0	50.4101
의경	0	50.3976
명사	0	50.4099
휴업	0	50.3974
지방	1	50.4097
육체	0	50.3972
프로세스	0	50.3847
일원	1	50.397
낭비	0	50.3845
격언	0	50.372
가나	0	50.3595
특강	0	50.3471
참배	0	50.3346
학점	0	50.3221
광산	0	50.3096
구독	0	50.2972
뇌관	0	50.2847
얘기	1	50.2723
기와	0	50.2846
지분	1	50.2721
경색	0	50.2597
처분	1	50.2473
솔로몬	0	50.2596
기치	0	50.2472
여건	0	50.2347
초임	0	50.2223
국산	0	50.2099
북서	0	50.1975
용량	1	50.2098
역순	0	50.2221
유료	0	50.2097
판도	0	50.222
과오	0	50.2096
인기	1	50.2219
헌정	0	50.2095
목적	1	50.2218
열	1	50.234
임무	0	50.2217
피사로	0	50.2093
옷	0	50.2216
포천	0	50.2092
최장	0	50.2215
기만	0	50.2091
안팎	1	50.2213
생존	0	50.209
교지	0	50.1967
강도	1	50.1843
고교	0	50.172
막	0	50.1597
명성	0	50.1473
신유	0	50.135
극우	0	50.1227
데이터	1	50.1104
운신	0	50.0981
신장	1	50.0858
부엌	0	50.0981
초기	1	50.0858
이체	0	50.0735
수위	0	50.0613
현안	0	50.049
왜곡	0	50.0367
동력	0	50.0245
원외	0	50.0122
가수	0	50.0245
측면	1	50.0367
여력	0	50.0245
해저	0	50.0367
